Order ID,Order Date,Ship Date,EmailID,Geography
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,"United States,San Francisco,California"
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,"United States,San Francisco,California"
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,"United States,San Francisco,California"
CA-2012-110744,9/7/2012,9/12/2012,HelenAndreada@gmail.com,"United States,Pasadena,California"
CA-2013-158834,3/14/2013,3/17/2013,TamaraWillingham@gmail.com,"United States,Scottsdale,Arizona"
CA-2013-158834,3/14/2013,3/17/2013,TamaraWillingham@gmail.com,"United States,Scottsdale,Arizona"
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,"United States,San Jose,California"
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,"United States,San Jose,California"
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,"United States,San Jose,California"
CA-2012-118948,5/28/2012,6/3/2012,NeilKnudson@gmail.com,"United States,Seattle,Washington"
CA-2011-104269,3/1/2011,3/6/2011,DaveBrooks@gmail.com,"United States,Seattle,Washington"
CA-2013-162733,5/12/2013,5/13/2013,TedTrevino@gmail.com,"United States,Los Angeles,California"
CA-2013-154508,11/17/2013,11/21/2013,RubenDartt@gmail.com,"United States,Carlsbad,New Mexico"
CA-2013-113817,11/8/2013,11/12/2013,MaxJones@gmail.com,"United States,Seattle,Washington"
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,"United States,Los Angeles,California"
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,"United States,Los Angeles,California"
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,"United States,Los Angeles,California"
CA-2011-123260,8/26/2011,8/30/2011,FrankMerwin@gmail.com,"United States,Los Angeles,California"
CA-2012-131457,10/31/2012,11/6/2012,MaryZewe@gmail.com,"United States,Redlands,California"
CA-2011-133690,8/3/2011,8/5/2011,BruceStewart@gmail.com,"United States,Denver,Colorado"
CA-2011-133690,8/3/2011,8/5/2011,BruceStewart@gmail.com,"United States,Denver,Colorado"
CA-2014-108329,12/10/2014,12/15/2014,LaurelElliston@gmail.com,"United States,Whittier,California"
CA-2013-130162,10/29/2013,11/2/2013,JonathanHowell@gmail.com,"United States,Los Angeles,California"
CA-2013-130162,10/29/2013,11/2/2013,JonathanHowell@gmail.com,"United States,Los Angeles,California"
CA-2014-160514,11/13/2014,11/17/2014,DavidBremer@gmail.com,"United States,Santa Clara,California"
CA-2013-154739,12/11/2013,12/16/2013,LoganHaushalter@gmail.com,"United States,San Francisco,California"
CA-2013-145625,9/12/2013,9/18/2013,KellyCollister@gmail.com,"United States,San Diego,California"
CA-2013-145625,9/12/2013,9/18/2013,KellyCollister@gmail.com,"United States,San Diego,California"
CA-2012-155040,11/10/2012,11/15/2012,AlanHwang@gmail.com,"United States,Brentwood,California"
CA-2014-163979,12/29/2014,1/3/2015,KristenHastings@gmail.com,"United States,San Francisco,California"
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,"United States,San Francisco,California"
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,"United States,San Francisco,California"
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,"United States,San Francisco,California"
CA-2014-118136,9/17/2014,9/18/2014,BarryBlumstein@gmail.com,"United States,Inglewood,California"
CA-2014-118136,9/17/2014,9/18/2014,BarryBlumstein@gmail.com,"United States,Inglewood,California"
CA-2012-130890,11/2/2012,11/6/2012,JasO'Carroll@gmail.com,"United States,Los Angeles,California"
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,"United States,Portland,Oregon"
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,"United States,Portland,Oregon"
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,"United States,Portland,Oregon"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,"United States,Colorado Springs,Colorado"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,"United States,Colorado Springs,Colorado"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,"United States,Colorado Springs,Colorado"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,"United States,Colorado Springs,Colorado"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,"United States,Colorado Springs,Colorado"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,"United States,Arvada,Colorado"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,"United States,Arvada,Colorado"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,"United States,Arvada,Colorado"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,"United States,Arvada,Colorado"
CA-2011-156601,9/19/2011,9/24/2011,FrankAtkinson@gmail.com,"United States,Long Beach,California"
CA-2013-162138,4/24/2013,4/28/2013,GraceKelly@gmail.com,"United States,Hesperia,California"
CA-2013-162138,4/24/2013,4/28/2013,GraceKelly@gmail.com,"United States,Hesperia,California"
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,"United States,Los Angeles,California"
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,"United States,Los Angeles,California"
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,"United States,Los Angeles,California"
CA-2011-129924,7/12/2011,7/17/2011,AlyssaCrouse@gmail.com,"United States,San Francisco,California"
CA-2011-129924,7/12/2011,7/17/2011,AlyssaCrouse@gmail.com,"United States,San Francisco,California"
CA-2012-128167,6/22/2012,6/26/2012,KenLonsdale@gmail.com,"United States,Layton,Utah"
CA-2014-169901,6/16/2014,6/20/2014,ClayCheatham@gmail.com,"United States,San Francisco,California"
CA-2011-123344,9/24/2011,9/29/2011,JuliaDunbar@gmail.com,"United States,San Francisco,California"
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,"United States,Tucson,Arizona"
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,"United States,Tucson,Arizona"
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,"United States,Tucson,Arizona"
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,"United States,Tucson,Arizona"
CA-2013-134775,10/29/2013,10/30/2013,AlejandroSavely@gmail.com,"United States,San Francisco,California"
CA-2013-134775,10/29/2013,10/30/2013,AlejandroSavely@gmail.com,"United States,San Francisco,California"
US-2011-135972,9/21/2011,9/23/2011,JackGarza@gmail.com,"United States,Des Moines,Washington"
US-2011-135972,9/21/2011,9/23/2011,JackGarza@gmail.com,"United States,Des Moines,Washington"
CA-2014-102946,7/1/2014,7/6/2014,VictorPreis@gmail.com,"United States,Las Vegas,Nevada"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,"United States,San Francisco,California"
CA-2014-142636,11/4/2014,11/8/2014,KimberlyCarter@gmail.com,"United States,Seattle,Washington"
CA-2014-142636,11/4/2014,11/8/2014,KimberlyCarter@gmail.com,"United States,Seattle,Washington"
CA-2014-122105,6/25/2014,6/29/2014,CarolineJumper@gmail.com,"United States,Huntington Beach,California"
CA-2013-148796,4/15/2013,4/19/2013,PhilipBrown@gmail.com,"United States,Los Angeles,California"
CA-2014-110478,3/5/2014,3/10/2014,SungPak@gmail.com,"United States,Los Angeles,California"
CA-2014-110478,3/5/2014,3/10/2014,SungPak@gmail.com,"United States,Los Angeles,California"
CA-2011-142048,6/22/2011,6/25/2011,JoelEaton@gmail.com,"United States,Louisville,Colorado"
US-2011-110674,2/13/2011,2/19/2011,SanjitChand@gmail.com,"United States,Concord,California"
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,"United States,Seattle,Washington"
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,"United States,Seattle,Washington"
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,"United States,Seattle,Washington"
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,"United States,Phoenix,Arizona"
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,"United States,Phoenix,Arizona"
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,"United States,Phoenix,Arizona"
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,"United States,Phoenix,Arizona"
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,"United States,Phoenix,Arizona"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,"United States,San Francisco,California"
CA-2013-103891,7/13/2013,7/20/2013,KristenHastings@gmail.com,"United States,Los Angeles,California"
CA-2011-134677,10/6/2011,10/10/2011,XylonaPreis@gmail.com,"United States,San Diego,California"
CA-2014-140963,6/11/2014,6/14/2014,MichelleTran@gmail.com,"United States,Los Angeles,California"
CA-2014-140963,6/11/2014,6/14/2014,MichelleTran@gmail.com,"United States,Los Angeles,California"
CA-2014-140963,6/11/2014,6/14/2014,MichelleTran@gmail.com,"United States,Los Angeles,California"
CA-2013-169166,5/10/2013,5/15/2013,SoniaSunley@gmail.com,"United States,Seattle,Washington"
CA-2013-126158,7/26/2013,8/1/2013,SanjitChand@gmail.com,"United States,Costa Mesa,California"
CA-2013-126158,7/26/2013,8/1/2013,SanjitChand@gmail.com,"United States,Costa Mesa,California"
CA-2013-126158,7/26/2013,8/1/2013,SanjitChand@gmail.com,"United States,Costa Mesa,California"
CA-2013-126158,7/26/2013,8/1/2013,SanjitChand@gmail.com,"United States,Costa Mesa,California"
US-2013-105578,5/31/2013,6/5/2013,MaribethYedwab@gmail.com,"United States,Parker,Colorado"
US-2013-105578,5/31/2013,6/5/2013,MaribethYedwab@gmail.com,"United States,Parker,Colorado"
US-2013-105578,5/31/2013,6/5/2013,MaribethYedwab@gmail.com,"United States,Parker,Colorado"
US-2013-105578,5/31/2013,6/5/2013,MaribethYedwab@gmail.com,"United States,Parker,Colorado"
US-2013-105578,5/31/2013,6/5/2013,MaribethYedwab@gmail.com,"United States,Parker,Colorado"
CA-2014-163405,12/22/2014,12/26/2014,BradleyNguyen@gmail.com,"United States,Los Angeles,California"
CA-2014-163405,12/22/2014,12/26/2014,BradleyNguyen@gmail.com,"United States,Los Angeles,California"
CA-2014-127432,1/23/2014,1/28/2014,AlanDominguez@gmail.com,"United States,Great Falls,Montana"
CA-2014-127432,1/23/2014,1/28/2014,AlanDominguez@gmail.com,"United States,Great Falls,Montana"
CA-2014-127432,1/23/2014,1/28/2014,AlanDominguez@gmail.com,"United States,Great Falls,Montana"
CA-2014-127432,1/23/2014,1/28/2014,AlanDominguez@gmail.com,"United States,Great Falls,Montana"
US-2013-139486,5/22/2013,5/24/2013,LoganHaushalter@gmail.com,"United States,Los Angeles,California"
US-2013-139486,5/22/2013,5/24/2013,LoganHaushalter@gmail.com,"United States,Los Angeles,California"
CA-2012-102848,11/7/2012,11/9/2012,KarenBern@gmail.com,"United States,Los Angeles,California"
US-2014-129441,9/8/2014,9/12/2014,JasperCacioppo@gmail.com,"United States,Los Angeles,California"
CA-2013-126613,7/11/2013,7/17/2013,AllenArmold@gmail.com,"United States,Mesa,Arizona"
CA-2013-136924,7/15/2013,7/18/2013,ErinSmith@gmail.com,"United States,Tucson,Arizona"
CA-2013-136406,4/16/2013,4/18/2013,BillDonatelli@gmail.com,"United States,San Francisco,California"
CA-2014-100650,6/30/2014,7/4/2014,DeanKatz@gmail.com,"United States,Anaheim,California"
CA-2013-113243,6/11/2013,6/16/2013,OlveraToch@gmail.com,"United States,Los Angeles,California"
CA-2013-113243,6/11/2013,6/16/2013,OlveraToch@gmail.com,"United States,Los Angeles,California"
CA-2013-113243,6/11/2013,6/16/2013,OlveraToch@gmail.com,"United States,Los Angeles,California"
CA-2014-118731,11/21/2014,11/23/2014,LizPelletier@gmail.com,"United States,San Francisco,California"
CA-2014-118731,11/21/2014,11/23/2014,LizPelletier@gmail.com,"United States,San Francisco,California"
CA-2012-130736,12/7/2012,12/9/2012,JeremyFarry@gmail.com,"United States,Seattle,Washington"
CA-2012-130736,12/7/2012,12/9/2012,JeremyFarry@gmail.com,"United States,Seattle,Washington"
CA-2014-137099,12/8/2014,12/11/2014,FrankPreis@gmail.com,"United States,Los Angeles,California"
CA-2014-156951,10/2/2014,10/9/2014,EllisBallard@gmail.com,"United States,Seattle,Washington"
CA-2014-156951,10/2/2014,10/9/2014,EllisBallard@gmail.com,"United States,Seattle,Washington"
CA-2014-156951,10/2/2014,10/9/2014,EllisBallard@gmail.com,"United States,Seattle,Washington"
CA-2014-156951,10/2/2014,10/9/2014,EllisBallard@gmail.com,"United States,Seattle,Washington"
CA-2013-127250,11/4/2013,11/8/2013,SarahFoster@gmail.com,"United States,Marysville,Washington"
CA-2012-149713,9/18/2012,9/22/2012,TrudyGlocke@gmail.com,"United States,Long Beach,California"
CA-2012-149713,9/18/2012,9/22/2012,TrudyGlocke@gmail.com,"United States,Long Beach,California"
CA-2012-149713,9/18/2012,9/22/2012,TrudyGlocke@gmail.com,"United States,Long Beach,California"
CA-2012-132906,9/10/2012,9/14/2012,CharlesCrestani@gmail.com,"United States,Los Angeles,California"
CA-2014-145233,12/2/2014,12/6/2014,DiannaVittorini@gmail.com,"United States,Denver,Colorado"
CA-2014-145233,12/2/2014,12/6/2014,DiannaVittorini@gmail.com,"United States,Denver,Colorado"
CA-2014-145233,12/2/2014,12/6/2014,DiannaVittorini@gmail.com,"United States,Denver,Colorado"
CA-2014-145233,12/2/2014,12/6/2014,DiannaVittorini@gmail.com,"United States,Denver,Colorado"
CA-2014-145233,12/2/2014,12/6/2014,DiannaVittorini@gmail.com,"United States,Denver,Colorado"
US-2013-156986,3/21/2013,3/25/2013,ZuschussCarroll@gmail.com,"United States,Salem,Oregon"
US-2013-156986,3/21/2013,3/25/2013,ZuschussCarroll@gmail.com,"United States,Salem,Oregon"
US-2013-156986,3/21/2013,3/25/2013,ZuschussCarroll@gmail.com,"United States,Salem,Oregon"
US-2013-156986,3/21/2013,3/25/2013,ZuschussCarroll@gmail.com,"United States,Salem,Oregon"
CA-2011-131450,8/8/2011,8/15/2011,LenaRadford@gmail.com,"United States,San Diego,California"
CA-2011-131450,8/8/2011,8/15/2011,LenaRadford@gmail.com,"United States,San Diego,California"
CA-2011-131450,8/8/2011,8/15/2011,LenaRadford@gmail.com,"United States,San Diego,California"
CA-2011-131450,8/8/2011,8/15/2011,LenaRadford@gmail.com,"United States,San Diego,California"
CA-2014-153787,5/20/2014,5/24/2014,AnnieThurman@gmail.com,"United States,Seattle,Washington"
CA-2014-133431,12/18/2014,12/22/2014,LoganCurrie@gmail.com,"United States,San Francisco,California"
CA-2014-133431,12/18/2014,12/22/2014,LoganCurrie@gmail.com,"United States,San Francisco,California"
US-2013-135720,12/12/2013,12/14/2013,FredMcMath@gmail.com,"United States,Aurora,Colorado"
US-2013-135720,12/12/2013,12/14/2013,FredMcMath@gmail.com,"United States,Aurora,Colorado"
US-2013-135720,12/12/2013,12/14/2013,FredMcMath@gmail.com,"United States,Aurora,Colorado"
US-2013-123470,8/16/2013,8/22/2013,MaxEngle@gmail.com,"United States,Aurora,Colorado"
US-2013-123470,8/16/2013,8/22/2013,MaxEngle@gmail.com,"United States,Aurora,Colorado"
CA-2013-115917,5/21/2013,5/26/2013,RickBensley@gmail.com,"United States,Vallejo,California"
CA-2013-115917,5/21/2013,5/26/2013,RickBensley@gmail.com,"United States,Vallejo,California"
CA-2014-167913,7/31/2014,8/4/2014,JohnLee@gmail.com,"United States,Mission Viejo,California"
CA-2014-167913,7/31/2014,8/4/2014,JohnLee@gmail.com,"United States,Mission Viejo,California"
CA-2013-103947,4/2/2013,4/9/2013,BarryBlumstein@gmail.com,"United States,Sierra Vista,Arizona"
CA-2013-103947,4/2/2013,4/9/2013,BarryBlumstein@gmail.com,"United States,Sierra Vista,Arizona"
CA-2013-160745,12/12/2013,12/17/2013,AnthonyRawles@gmail.com,"United States,Vancouver,Washington"
CA-2013-160745,12/12/2013,12/17/2013,AnthonyRawles@gmail.com,"United States,Vancouver,Washington"
CA-2013-160745,12/12/2013,12/17/2013,AnthonyRawles@gmail.com,"United States,Vancouver,Washington"
CA-2012-131534,3/28/2012,4/2/2012,AlanBarnes@gmail.com,"United States,Los Angeles,California"
CA-2012-131534,3/28/2012,4/2/2012,AlanBarnes@gmail.com,"United States,Los Angeles,California"
CA-2013-163755,11/5/2013,11/9/2013,AlejandroSavely@gmail.com,"United States,Seattle,Washington"
CA-2012-142027,4/9/2012,4/14/2012,JayKimmel@gmail.com,"United States,Long Beach,California"
CA-2011-153150,7/1/2011,7/6/2011,Dorrisliebe@gmail.com,"United States,Seattle,Washington"
CA-2011-104472,6/2/2011,6/7/2011,ChristineKargatis@gmail.com,"United States,Orem,Utah"
CA-2011-104472,6/2/2011,6/7/2011,ChristineKargatis@gmail.com,"United States,Orem,Utah"
CA-2013-112942,2/13/2013,2/18/2013,RossDeVincentis@gmail.com,"United States,Los Angeles,California"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2014-131954,1/22/2014,1/26/2014,DarrinSayre@gmail.com,"United States,Seattle,Washington"
CA-2011-132500,9/8/2011,9/12/2011,GaryZandusky@gmail.com,"United States,San Francisco,California"
CA-2011-124429,5/27/2011,5/27/2011,MayaHerman@gmail.com,"United States,San Diego,California"
CA-2011-124429,5/27/2011,5/27/2011,MayaHerman@gmail.com,"United States,San Diego,California"
CA-2013-110499,4/8/2013,4/10/2013,YosephCarroll@gmail.com,"United States,San Francisco,California"
CA-2012-135272,12/7/2012,12/12/2012,MelanieSeite@gmail.com,"United States,Los Angeles,California"
CA-2012-112319,8/31/2012,9/5/2012,AndrewRoberts@gmail.com,"United States,Los Angeles,California"
CA-2012-144267,8/21/2012,8/23/2012,NickZandusky@gmail.com,"United States,San Francisco,California"
CA-2012-144267,8/21/2012,8/23/2012,NickZandusky@gmail.com,"United States,San Francisco,California"
CA-2012-144267,8/21/2012,8/23/2012,NickZandusky@gmail.com,"United States,San Francisco,California"
CA-2012-144267,8/21/2012,8/23/2012,NickZandusky@gmail.com,"United States,San Francisco,California"
CA-2014-129567,3/18/2014,3/22/2014,ClayLudtke@gmail.com,"United States,Lancaster,California"
CA-2012-154620,12/12/2012,12/16/2012,LizThompson@gmail.com,"United States,Lancaster,California"
CA-2011-156433,9/20/2011,9/26/2011,EricaSmith@gmail.com,"United States,San Francisco,California"
CA-2011-156433,9/20/2011,9/26/2011,EricaSmith@gmail.com,"United States,San Francisco,California"
CA-2012-101910,11/27/2012,12/3/2012,CarlosDaly@gmail.com,"United States,Lake Elsinore,California"
CA-2014-105809,2/21/2014,2/24/2014,HelenWasserman@gmail.com,"United States,San Diego,California"
CA-2014-105809,2/21/2014,2/24/2014,HelenWasserman@gmail.com,"United States,San Diego,California"
CA-2014-135783,4/23/2014,4/25/2014,GaryMcGarr@gmail.com,"United States,San Francisco,California"
CA-2011-134313,11/1/2011,11/7/2011,RussellApplegate@gmail.com,"United States,Denver,Colorado"
CA-2011-134313,11/1/2011,11/7/2011,RussellApplegate@gmail.com,"United States,Denver,Colorado"
CA-2011-151995,10/13/2011,10/15/2011,ZuschussCarroll@gmail.com,"United States,Edmonds,Washington"
CA-2011-151995,10/13/2011,10/15/2011,ZuschussCarroll@gmail.com,"United States,Edmonds,Washington"
CA-2011-151995,10/13/2011,10/15/2011,ZuschussCarroll@gmail.com,"United States,Edmonds,Washington"
CA-2011-151995,10/13/2011,10/15/2011,ZuschussCarroll@gmail.com,"United States,Edmonds,Washington"
CA-2014-143686,5/15/2014,5/15/2014,PaulineJohnson@gmail.com,"United States,Santa Ana,California"
CA-2014-143686,5/15/2014,5/15/2014,PaulineJohnson@gmail.com,"United States,Santa Ana,California"
US-2011-102071,5/9/2011,5/15/2011,PatrickGardner@gmail.com,"United States,San Francisco,California"
US-2011-102071,5/9/2011,5/15/2011,PatrickGardner@gmail.com,"United States,San Francisco,California"
CA-2013-161669,11/8/2013,11/10/2013,EudokiaMartin@gmail.com,"United States,Los Angeles,California"
CA-2013-161669,11/8/2013,11/10/2013,EudokiaMartin@gmail.com,"United States,Los Angeles,California"
CA-2013-161669,11/8/2013,11/10/2013,EudokiaMartin@gmail.com,"United States,Los Angeles,California"
CA-2013-161669,11/8/2013,11/10/2013,EudokiaMartin@gmail.com,"United States,Los Angeles,California"
CA-2013-152534,6/21/2013,6/26/2013,DavePoirier@gmail.com,"United States,Salinas,California"
CA-2013-152534,6/21/2013,6/26/2013,DavePoirier@gmail.com,"United States,Salinas,California"
CA-2011-133851,6/9/2011,6/16/2011,ChuckMagee@gmail.com,"United States,San Francisco,California"
CA-2011-133851,6/9/2011,6/16/2011,ChuckMagee@gmail.com,"United States,San Francisco,California"
US-2014-123463,12/24/2014,12/24/2014,GaryZandusky@gmail.com,"United States,San Francisco,California"
CA-2012-143602,4/25/2012,4/28/2012,JillStevenson@gmail.com,"United States,Los Angeles,California"
CA-2014-115364,6/27/2014,7/3/2014,OlveraToch@gmail.com,"United States,San Diego,California"
CA-2011-104976,12/9/2011,12/16/2011,CymaKinney@gmail.com,"United States,San Francisco,California"
